1295	5	610
1295	6	326
1295	7	448
1295	8	623
1295	9	1047
1295	10	382
1296	1	355
1296	2	459
1296	3	320
1296	4	460
1296	5	652
1296	6	276
1296	7	376
1296	8	606
1296	9	727
1296	10	349
1297	1	238
1297	2	192
1297	3	213
1297	4	297
1297	5	305
1297	6	211
1297	7	198
1297	8	394
1297	9	390
1297	10	208
1298	1	319
1298	2	201
1298	3	309
1298	4	464
1298	5	527
1298	6	272
1298	7	320
1298	8	397
1298	9	552
1298	10	300
1299	1	178
1299	2	165
1299	3	209
1299	4	160
1299	5	242
1299	6	89
1299	7	164
1299	8	145
1299	9	238
1299	10	146
1300	1	402
1300	2	194
1300	3	441
1300	4	560
1300	5	537
1300	6	396
1300	7	339
1300	8	579
1300	9	768
1300	10	383
1301	1	580
1301	2	404
1301	3	512
1301	4	875
1301	5	867
1301	6	688
1301	7	577
1301	8	872
1301	9	955
1301	10	629
1302	1	366
1302	2	285
1302	3	432
1302	4	656
1302	5	616
1302	6	375
1302	7	390
1302	8	576
1302	9	767
1302	10	395
1303	1	328
1303	2	263
1303	3	327
1303	4	529
1303	5	599
1303	6	323
1303	7	328
1303	8	515
1303	9	515
1303	10	345
1304	1	330
1304	2	259
1304	3	352
1304	4	475
1304	5	617
1304	6	317
1304	7	328
1304	8	497
1304	9	552
1304	10	315
1305	1	167
1305	2	132
1305	3	194
1305	4	192
1305	5	361
1305	6	100
1305	7	162
1305	8	202
1305	9	267
1305	10	148
1306	6	5
1307	1	390
1307	2	236
1307	3	454
1307	4	613
1307	5	598
1307	6	378
1307	7	334
1307	8	752
1307	9	714
1307	10	382
1308	1	367
1308	2	300
1308	3	516
1308	4	727
1308	5	547
1308	6	384
1308	7	390
1308	8	860
1308	9	988
1308	10	392
1309	1	294
1309	2	269
1309	3	310
1309	4	511
1309	5	482
1309	6	256
1309	7	303
1309	8	543
1309	9	597
1309	10	296
1310	1	321
1310	2	279
1310	3	342
1310	4	531
1310	5	544
1310	6	276
1310	7	315
1310	8	592
1310	9	556
1310	10	307
1311	1	423
1311	2	317
1311	3	480
1311	4	639
1311	5	801
1311	6	350
1311	7	383
1311	8	778
1311	9	978
1311	10	488
1312	1	51
1312	2	77
1312	3	124
1312	4	100
1312	5	159
1312	6	35
1312	7	92
1312	8	91
1312	9	126
1312	10	59
1313	1	34
1314	1	434
1314	2	356
1314	3	530
1314	4	708
1314	5	990
1314	6	471
1314	7	342
1314	8	752
1314	9	1087
1314	10	431
1315	1	441
1315	2	410
1315	3	404
1315	4	768
1315	5	1025
1315	6	485
1315	7	375
1315	8	799
1315	9	1394
1315	10	454
1316	1	325
1316	2	373
1316	3	287
1316	4	622
1316	5	749
1316	6	387
1316	7	308
1316	8	619
1316	9	1046
1316	10	349
1317	1	325
1317	2	345
1317	3	306
1317	4	604
1317	5	592
1317	6	319
1317	7	298
1317	8	521
1317	9	755
1317	10	350
1318	1	326
1318	2	436
1318	3	328
1318	4	565
1318	5	532
1318	6	287
1318	7	304
1318	8	548
1318	9	945
1318	10	327
1319	1	169
1319	2	171
1319	3	179
1319	4	199
1319	5	129
1319	6	89
1319	7	150
1319	8	221
1319	9	565
1319	10	147
1320	9	21
1321	1	406
1321	2	457
1321	3	491
1321	4	675
1321	5	671
1321	6	311
1321	7	299
1321	8	700
1321	9	1376
1321	10	392
1322	1	345
1322	2	433
1322	3	404
1322	4	670
1322	5	561
1322	6	295
1322	7	297
1322	8	722
1322	9	1295
1322	10	351
1323	1	414
1323	2	426
1323	3	417
1323	4	748
1323	5	739
1323	6	360
1323	7	339
1323	8	732
1323	9	1646
1323	10	417
1324	1	274
1324	2	252
1324	3	265
1324	4	371
1324	5	354
1324	6	216
1324	7	215
1324	8	553
1324	9	940
1324	10	260
1325	1	176
1325	2	193
1325	3	234
1325	4	210
1325	5	202
1325	6	127
1325	7	134
1325	8	388
1325	9	710
1325	10	175
1326	6	4
1326	9	29
1327	4	15
1327	6	9
1327	9	29
1328	1	51
1328	4	27
1328	5	55
1328	6	21
1328	8	48
1328	9	30
1329	1	759
1329	2	757
1329	3	511
1329	4	1064
1329	5	1218
1329	6	928
1329	7	617
1329	8	1349
1329	9	1320
1329	10	642
1330	1	710
1330	2	794
1330	3	467
1330	4	1055
1330	5	1202
1330	6	888
1330	7	617
1330	8	1319
1330	9	1112
1330	10	642
1331	1	550
1331	2	528
1331	3	459
1331	4	770
1331	5	1165
1331	6	541
1331	7	426
1331	8	904
1331	9	1217
1331	10	445
1332	1	620
1332	2	756
1332	3	480
1332	4	871
1332	5	1243
1332	6	651
1332	7	460
1332	8	929
1332	9	1131
1332	10	595
1333	1	293
1333	2	318
1333	3	270
1333	4	447
1333	5	495
1333	6	293
1333	7	240
1333	8	333
1333	9	474
1333	10	228
1334	1	477
1334	2	436
1334	3	495
1334	4	610
1334	5	662
1334	6	480
1334	7	344
1334	8	573
1334	9	1085
1334	10	382
1335	1	442
1335	2	494
1335	3	490
1335	4	750
1335	5	713
1335	6	514
1335	7	412
1335	8	760
1335	9	1268
1335	10	398
1336	1	428
1336	2	494
1336	3	374
1336	4	719
1336	5	601
1336	6	475
1336	7	441
1336	8	600
1336	9	1208
1336	10	377
1337	1	289
1337	2	299
1337	3	207
1337	4	396
1337	5	265
1337	6	281
1337	7	258
1337	8	373
1337	9	787
1337	10	232
1338	1	300
1338	2	387
1338	3	243
1338	4	434
1338	5	360
1338	6	296
1338	7	285
1338	8	455
1338	9	759
1338	10	251
1339	1	97
1339	2	133
1339	3	112
1339	4	117
1339	5	192
1339	6	76
1339	7	104
1339	8	143
1339	9	206
1340	5	66
1340	6	7
1340	9	14
1341	1	331
1341	2	353
1341	3	351
1341	4	449
1341	5	789
1341	6	300
1341	7	256
1341	8	424
1341	9	975
1341	10	271
1342	1	361
1342	2	452
1342	3	363
1342	4	628
1342	5	556
1342	6	358
1342	7	281
1342	8	580
1342	9	1081
1342	10	299
1343	1	374
1343	2	477
1343	3	317
1343	4	594
1343	5	545
1343	6	393
1343	7	306
1343	8	733
1343	9	1000
1343	10	345
1344	1	227
1344	2	217
1344	3	209
1344	4	282
1344	5	200
1344	6	225
1344	7	189
1344	8	390
1344	9	631
1344	10	187
1345	1	296
1345	2	397
1345	3	278
1345	4	505
1345	5	419
1345	6	337
1345	7	282
1345	8	593
1345	9	949
1345	10	301
1346	1	52
1346	2	64
1346	3	58
1346	4	72
1346	5	49
1346	6	43
1346	7	59
1346	8	89
1346	9	97
1346	10	56
1347	1	228
1347	2	200
1347	3	165
1347	4	220
1347	5	183
1347	6	216
1347	7	155
1347	8	311
1347	9	556
1347	10	185
1348	1	564
1348	2	479
1348	3	398
1348	4	773
1348	5	853
1348	6	423
1348	7	330
1348	8	844
1348	9	1511
1348	10	496
1349	1	476
1349	2	526
1349	3	406
1349	4	818
1349	5	712
1349	6	426
1349	7	355
1349	8	916
1349	9	1670
1349	10	429
1350	1	397
1350	2	490
1350	3	294
1350	4	607
1350	5	540
1350	6	328
1350	7	304
1350	8	667
1350	9	1121
1350	10	351
1351	1	92
1351	2	116
1351	3	127
1351	4	113
1351	5	85
1351	6	56
1351	7	85
1351	8	143
1351	9	186
1351	10	79
1352	2	25
1352	8	66
1352	9	34
1352	10	31
1353	1	472
1353	2	270
1353	3	244
1353	4	549
1353	5	570
1353	6	279
1353	7	222
1353	8	558
1353	9	452
1353	10	273
1354	1	764
1354	2	458
1354	3	383
1354	4	782
1354	5	926
1354	6	477
1354	7	279
1354	8	946
1354	9	757
1354	10	580
1355	5	71
1355	8	89
1355	9	32
1356	1	618
1356	2	350
1356	3	461
1356	4	708
1356	5	919
1356	6	408
1356	7	255
1356	8	751
1356	9	905
1356	10	413
1357	1	472
1357	2	416
1357	3	294
1357	4	628
1357	5	588
1357	6	329
1357	7	278
1357	8	641
1357	9	598
1357	10	319
1358	1	419
1358	2	360
1358	3	208
1358	4	517
1358	5	360
1358	6	273
1358	7	247
1358	8	524
1358	9	540
1358	10	270
1359	1	341
1359	2	201
1359	3	140
1359	4	422
1359	5	327
1359	6	238
1359	7	210
1359	8	500
1359	9	358
1359	10	205
1360	1	312
1360	2	231
1360	3	125
1360	4	408
1360	5	465
1360	6	239
1360	7	209
1360	8	382
1360	9	327
1360	10	193
1361	1	137
1361	2	106
1361	3	93
1361	4	204
1361	5	250
1361	6	112
1361	7	135
1361	8	149
1361	9	223
1361	10	74
1362	6	8
1363	1	297
1363	2	166
1363	3	107
1363	4	297
1363	5	330
1363	6	208
1363	7	168
1363	8	416
1363	9	441
1363	10	174
1364	1	427
1364	2	457
1364	3	174
1364	4	544
1364	5	375
1364	6	244
1364	7	297
1364	8	590
1364	9	550
1364	10	262
1365	1	310
1365	2	250
1365	3	121
1365	4	400
1365	5	312
1365	6	227
1365	7	224
1365	8	463
1365	9	478
1365	10	183
1366	1	263
1366	2	180
1366	3	109
1366	4	303
1366	5	318
1366	6	180
1366	7	186
1366	8	406
1366	9	395
1366	10	167
1367	1	341
1367	2	261
1367	3	207
1367	4	424
1367	5	360
1367	6	257
1367	7	283
1367	8	462
1367	9	414
1367	10	219
1368	1	54
1368	2	43
1368	3	54
1368	4	32
1368	5	44
1368	6	28
1368	7	52
1368	8	115
1368	9	84
1368	10	43
1369	5	52
1369	6	17
1370	1	432
1370	2	245
1370	3	245
1370	4	496
1370	5	519
1370	6	266
1370	7	311
1370	8	584
1370	9	637
1370	10	272
1371	1	349
1371	2	310
1371	3	216
1371	4	548
1371	5	418
1371	6	283
1371	7	348
1371	8	425
1371	9	566
1371	10	249
1372	1	337
1372	2	207
1372	3	227
1372	4	441
1372	5	384
1372	6	254
1372	7	309
1372	8	437
1372	9	502
1372	10	235
1373	1	275
1373	2	152
1373	3	200
1373	4	356
1373	5	311
1373	6	193
1373	7	216
1373	8	400
1373	9	365
1373	10	183
1374	1	307
1374	2	149
1374	3	228
1374	4	398
1374	5	267
1374	6	236
1374	7	251
1374	8	331
1374	9	560
1374	10	209
1375	1	66
1375	2	62
1375	3	112
1375	4	85
1375	5	56
1375	6	60
1375	7	105
1375	8	105
1375	9	165
1375	10	48
1376	9	23
1377	1	423
1377	2	169
1377	3	292
1377	4	588
1377	5	423
1377	6	291
1377	7	325
1377	8	584
1377	9	755
1377	10	290
1378	1	456
1378	2	289
1378	3	305
1378	4	734
1378	5	489
1378	6	298
1378	7	354
1378	8	589
1378	9	814
1378	10	321
1379	1	338
1379	2	189
1379	3	248
1379	4	457
1379	5	437
1379	6	318
1379	7	279
1379	8	343
1379	9	553
1379	10	245
1380	1	295
1380	2	157
1380	3	178
1380	4	355
1380	5	300
1380	6	271
1380	7	241
1380	8	286
1380	9	415
1380	10	193
1381	1	333
1381	2	150
1381	3	313
1381	4	387
1381	5	316
1381	6	296
1381	7	272
1381	8	296
1381	9	417
1381	10	225
1382	1	66
1382	2	68
1382	3	140
1382	4	127
1382	5	164
1382	6	53
1382	7	104
1382	8	68
1382	9	129
1383	1	45
1383	2	30
1383	6	9
1384	1	351
1384	2	193
1384	3	327
1384	4	496
1384	5	379
1384	6	314
1384	7	286
1384	8	422
1384	9	530
1384	10	253
1385	1	330
1385	2	230
1385	3	291
1385	4	533
1385	5	497
1385	6	301
1385	7	309
1385	8	422
1385	9	476
1385	10	241
1386	1	320
1386	2	244
1386	3	268
1386	4	514
1386	5	366
1386	6	295
1386	7	304
1386	8	468
1386	9	553
1386	10	242
1387	1	279
1387	2	172
1387	3	143
1387	4	378
1387	5	372
1387	6	206
1387	7	233
1387	8	432
1387	9	294
1387	10	186
1388	1	274
1388	2	203
1388	3	246
1388	4	363
1388	5	415
1388	6	249
1388	7	207
1388	8	370
1388	9	386
1388	10	189
1389	1	57
1389	2	53
1389	3	61
1389	4	82
1389	5	69
1389	6	47
1389	7	65
1389	8	99
1389	9	139
1389	10	47
1390	1	351
1390	2	207
1390	3	298
1390	4	511
1390	5	627
1390	6	317
1390	7	277
1390	8	493
1390	9	581
1390	10	247
1391	1	330
1391	2	286
1391	3	261
1391	4	548
1391	5	553
1391	6	285
1391	7	309
1391	8	401
1391	9	479
1391	10	244
1392	1	313
1392	2	215
1392	3	281
1392	4	429
1392	5	475
1392	6	256
1392	7	264
1392	8	424
1392	9	506
1392	10	216
1393	1	242
1393	2	183
1393	3	190
1393	4	259
1393	5	355
1393	6	211
1393	7	191
1393	8	260
1393	9	349
1393	10	164
1394	1	277
1394	2	211
1394	3	233
1394	4	319
1394	5	341
1394	6	221
1394	7	233
1394	8	300
1394	9	374
1394	10	184
1395	1	56
1395	2	70
1395	3	104
1395	4	68
1395	5	89
1395	6	44
1395	7	60
1395	8	128
1395	9	123
1395	10	47
1396	4	32
1396	6	24
1397	1	342
1397	2	210
1397	3	307
1397	4	453
1397	5	607
1397	6	311
1397	7	289
1397	8	422
1397	9	575
1397	10	250
1398	1	408
1398	2	370
1398	3	306
1398	4	576
1398	5	630
1398	6	342
1398	7	358
1398	8	620
1398	9	555
1398	10	279
1399	1	290
1399	2	205
1399	3	382
1399	4	382
1399	5	544
1399	6	261
1399	7	278
1399	8	375
1399	9	511
1399	10	220
1400	1	223
1400	2	178
1400	3	183
1400	4	240
1400	5	301
1400	6	196
1400	7	204
1400	8	360
1400	9	325
1400	10	170
1401	1	257
1401	2	203
1401	3	176
1401	4	289
1401	5	283
1401	6	195
1401	7	246
1401	8	337
1401	9	458
1401	10	192
1402	1	91
1402	3	114
1402	4	89
1402	5	92
1402	6	56
1402	7	106
1402	8	112
1402	9	194
1402	10	48
1403	1	348
1403	2	215
1403	3	284
1403	4	497
1403	5	481
1403	6	251
1403	7	299
1403	8	468
1403	9	713
1403	10	265
1404	1	402
1404	2	343
1404	3	325
1404	4	564
1404	5	409
1404	6	266
1404	7	311
1404	8	650
1404	9	780
1404	10	280
1405	1	328
1405	2	226
1405	3	304
1405	4	391
1405	5	543
1405	6	219
1405	7	264
1405	8	431
1405	9	618
1405	10	227
1406	1	306
1406	2	200
1406	3	210
1406	4	313
1406	5	336
1406	6	216
1406	7	249
1406	8	303
1406	9	594
1406	10	207
1407	1	267
1407	2	233
1407	3	242
1407	4	263
1407	5	365
1407	6	239
1407	7	249
1407	8	259
1407	9	603
1407	10	204
1408	1	312
1408	2	145
1408	3	283
1408	4	311
1408	5	678
1408	6	248
1408	7	223
1408	8	281
1408	9	645
1408	10	243
1409	6	7
1409	8	60
1409	9	32
1409	10	31
1410	9	22
1411	1	293
1411	2	204
1411	3	244
1411	4	417
1411	5	556
1411	6	235
1411	7	278
1411	8	476
1411	9	561
1411	10	222
1412	1	227
1412	2	146
1412	3	135
1412	4	230
1412	5	318
1412	6	200
1412	7	198
1412	8	330
1412	9	332
1412	10	172
1413	1	228
1413	2	166
1413	3	206
1413	4	238
1413	5	361
1413	6	191
1413	7	202
1413	8	308
1413	9	276
1413	10	173
1414	1	91
1414	2	88
1414	3	133
1414	5	208
1414	6	47
1414	7	106
1414	8	94
1414	9	130
1414	10	47
1415	3	44
1415	6	9
1415	9	18
1416	1	318
1416	2	213
1416	3	295
1416	4	386
1416	5	485
1416	6	232
1416	7	261
1416	8	486
1416	9	453
1416	10	248
1417	1	299
1417	2	248
1417	3	244
1417	4	419
1417	5	528
1417	6	251
1417	7	286
1417	8	474
1417	9	442
1417	10	240
1418	1	281
1418	2	211
1418	3	270
1418	4	366
1418	5	456
1418	6	234
1418	7	278
1418	8	469
1418	9	480
1418	10	220
1419	1	217
1419	2	168
1419	3	161
1419	4	208
1419	5	255
1419	6	193
1419	7	211
1419	8	258
1419	9	377
1419	10	169
1420	1	220
1420	2	168
1420	3	168
1420	4	220
1420	5	322
1420	6	179
1420	7	228
1420	8	248
1420	9	401
1420	10	177
1421	1	58
1421	2	70
1421	3	123
1421	4	62
1421	5	73
1421	6	40
1421	7	111
1421	8	67
1421	9	120
1421	10	47
1422	1	308
1422	2	172
1422	3	314
1422	4	382
1422	5	570
1422	6	252
1422	7	265
1422	8	395
1422	9	496
1422	10	223
1423	1	293
1423	2	195
1423	3	249
1423	4	458
1423	5	646
1423	6	302
1423	7	338
1423	8	440
1423	9	509
1423	10	238
1424	1	268
1424	2	147
1424	3	268
1424	4	304
1424	5	367
1424	6	213
1424	7	269
1424	8	446
1424	9	515
1424	10	196
1425	1	216
1425	2	138
1425	3	134
1425	4	211
1425	5	335
1425	6	175
1425	7	215
1425	8	250
1425	9	331
1425	10	166
1426	1	255
1426	2	189
1426	3	167
1426	4	233
1426	5	356
1426	6	186
1426	7	244
1426	8	288
1426	9	376
1426	10	188
1427	2	45
1427	3	62
1427	4	54
1427	6	44
1427	8	89
1427	9	81
1427	10	47
1428	1	40
1428	2	32
1428	4	15
1428	9	24
1428	10	30
1429	1	303
1429	2	197
1429	3	271
1429	4	334
1429	5	378
1429	6	227
1429	7	231
1429	8	439
1429	9	572
1429	10	218
1430	1	305
1430	2	248
1430	3	243
1430	4	386
1430	5	534
1430	6	275
1430	7	266
1430	8	528
1430	9	523
1430	10	240
1431	1	283
1431	2	225
1431	3	255
1431	4	280
1431	5	333
1431	6	256
1431	7	244
1431	8	379
1431	9	653
1431	10	210
1432	1	255
1432	2	184
1432	3	187
1432	4	185
1432	5	296
1432	6	232
1432	7	214
1432	8	325
1432	9	435
1432	10	185
1433	1	263
1433	2	230
1433	3	281
1433	4	217
1433	5	263
1433	6	229
1433	7	181
1433	8	319
1433	9	588
1433	10	192
1434	1	48
1434	3	52
1434	4	25
1434	5	40
1434	6	15
1434	7	48
1434	8	74
1434	9	51
1434	10	33
1435	4	25
1436	3	46
1436	4	18
1436	6	24
1436	7	42
1436	9	38
1436	10	33
1437	1	569
1437	2	365
1437	3	493
1437	4	630
1437	5	1105
1437	6	399
1437	7	397
1437	8	875
1437	9	965
1437	10	440
1438	1	460
1438	2	239
1438	3	364
1438	4	548
1438	5	717
1438	6	340
1438	7	365
1438	8	646
1438	9	722
1438	10	359
1439	1	388
1439	2	299
1439	3	298
1439	4	523
1439	5	675
1439	6	335
1439	7	337
1439	8	624
1439	9	465
1439	10	320
1440	1	372
1440	2	302
1440	3	426
1440	4	491
1440	5	702
1440	6	347
1440	7	349
1440	8	586
1440	9	592
1440	10	322
1441	1	194
1441	2	164
1441	3	244
1441	4	162
1441	5	317
1441	6	167
1441	7	175
1441	8	217
1441	9	336
1441	10	163
1442	6	9
1442	8	79
1442	9	18
1443	1	369
1443	2	289
1443	3	373
1443	4	421
1443	5	401
1443	6	346
1443	7	293
1443	8	675
1443	9	482
1443	10	284
1444	1	298
1444	2	273
1444	3	276
1444	4	382
1444	5	463
1444	6	357
1444	7	317
1444	8	481
1444	9	533
1444	10	244
1445	1	252
1445	2	206
1445	3	139
1445	4	258
1445	5	340
1445	6	286
1445	7	243
1445	8	346
1445	9	419
1445	10	194
1446	1	189
1446	2	170
1446	3	157
1446	4	167
1446	5	273
1446	6	181
1446	7	195
1446	8	268
1446	9	317
1446	10	164
1447	1	247
1447	2	247
1447	3	235
1447	4	245
1447	5	306
1447	6	249
1447	7	215
1447	8	302
1447	9	438
1447	10	186
1448	2	96
1448	3	132
1448	4	51
1448	5	87
1448	6	63
1448	7	105
1448	8	80
1448	9	153
1448	10	46
1449	10	196
1450	1	295
1450	2	229
1450	3	297
1450	4	347
1450	5	620
1450	6	256
1450	7	309
1450	8	392
1450	9	696
1450	10	217
1451	1	245
1451	2	207
1451	3	245
1451	4	212
1451	5	453
1451	6	198
1451	7	245
1451	8	292
1451	9	672
1451	10	172
1452	1	219
1452	2	177
1452	3	171
1452	4	193
1452	5	277
1452	6	203
1452	7	229
1452	8	257
1452	9	484
1452	10	166
1453	1	222
1453	2	189
1453	3	271
1453	4	189
1453	5	257
1453	6	214
1453	7	250
1453	8	320
1453	9	530
1453	10	171
1454	2	71
1454	3	109
1454	4	53
1454	5	81
1454	6	41
1454	7	67
1454	8	95
1454	9	132
1454	10	47
1455	1	39
1455	6	15
1455	9	36
1456	1	315
1456	2	182
1456	3	309
1456	4	333
1456	5	567
1456	6	254
1456	7	276
1456	8	502
1456	9	551
1456	10	255
1457	1	296
1457	2	215
1457	3	209
1457	4	393
1457	5	586
1457	6	299
1457	7	333
1457	8	491
1457	9	647
1457	10	247
1458	1	250
1458	2	202
1458	3	168
1458	4	247
1458	5	391
1458	6	207
1458	7	255
1458	8	317
1458	9	523
1458	10	193
1459	1	221
1459	2	149
1459	3	202
1459	4	189
1459	5	246
1459	6	209
1459	7	212
1459	8	290
1459	9	422
1459	10	175
1460	1	247
1460	2	184
1460	3	313
1460	4	200
1460	5	267
1460	6	233
1460	7	229
1460	8	235
1460	9	670
1460	10	193
1461	1	278
1461	2	135
1461	3	285
1461	4	207
1461	5	259
1461	6	242
1461	7	251
1461	8	339
1461	9	1002
1461	10	212
1462	1	40
1462	2	33
1462	4	18
1462	5	41
1462	6	12
1462	9	59
1462	10	30
1463	6	6
1464	1	52
1464	3	68
1464	4	48
1464	6	16
1464	7	54
1464	9	50
1464	10	44
1465	1	365
1465	2	407
1465	3	316
1465	4	418
1465	5	447
1465	6	313
1465	7	340
1465	8	735
1465	9	1129
1465	10	290
1466	1	226
1466	2	154
1466	3	157
1466	4	205
1466	5	231
1466	6	233
1466	7	190
1466	8	486
1466	9	481
1466	10	175
1467	1	280
1467	2	182
1467	3	196
1467	4	298
1467	5	313
1467	6	272
1467	7	251
1467	8	478
1467	9	548
1467	10	205
1468	1	59
1468	2	85
1468	3	152
1468	4	79
1468	5	188
1468	6	46
1468	7	105
1468	8	73
1468	9	145
1468	10	47
1469	1	297
1469	2	179
1469	3	263
1469	4	337
1469	5	568
1469	6	250
1469	7	252
1469	8	562
1469	9	657
1469	10	232
1470	1	278
1470	2	193
1470	3	298
1470	4	373
1470	5	457
1470	6	270
1470	7	280
1470	8	381
1470	9	633
1470	10	242
1471	1	255
1471	2	154
1471	3	230
1471	4	308
1471	5	275
1471	6	230
1471	7	250
1471	8	368
1471	9	580
1471	10	203
1472	1	235
1472	2	201
1472	3	161
1472	4	255
1472	5	290
1472	6	190
1472	7	216
1472	8	393
1472	9	431
